feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Patescibacteria	Proteobacteria	Verrucomicrobiota	Campylobacterota
run04-163	5242	3940	66	0	16116	184	0	3244	1713	0
run04-164	2266	3612	87	150	12526	0	0	2428	0	0
run04-165	847	3217	0	297	10223	6582	0	4448	1073	0
run04-166	169	2585	0	0	11435	556	0	2382	0	0
run04-167	2750	6106	18	353	26497	4	2	408	0	0
run04-168	2883	4884	0	56	25801	0	0	304	82	0
run04-169	1869	4926	0	84	27766	1045	3	572	0	0
run04-170	1369	5515	0	0	16495	15	8	1849	42	6
run04-97	1354	6472	0	0	19433	0	0	2464	0	0
run04-98	3137	4878	0	155	13291	6	0	879	0	23
run04-99	169	6952	0	132	14470	35	3	905	0	0
run05-111	74	3745	298	0	18106	0	0	1652	0	0
run05-127	495	353	0	0	6902	5	0	21573	0	0
run05-134	1992	4947	29	5	15196	6	0	1127	1927	0
run05-162	96	3861	210	0	27497	0	0	274	0	0
run05-87	88	1045	0	0	12639	58	0	1333	0	0
run05-88	146	2029	0	10	7130	7	0	2121	0	0
run03-99	139	4934	3	0	10112	77	0	2919	0	0
run03-143	6018	5376	0	0	17719	141	0	1003	0	6
run04-146	7384	3150	0	0	14017	0	0	190	0	0
run02-123	1586	1349	0	0	8750	0	0	3802	0	0
run02-173	695	7	0	0	7741	0	0	1570	0	0
run06-111	421	3052	0	20	13878	175	0	4197	674	2
run06-166	201	2780	3	15	7755	16	0	713	875	0
4002.III.2.lib30	893	6683	1083	423	43761	0	0	1821	0	0
4002.V.3.lib30	350	5007	964	446	18773	0	0	1671	0	0
4002.VI.4.lib30	226	5628	906	324	15562	0	0	1351	0	3
4004.III.2.lib30	542	13891	0	0	26523	86	0	6485	0	0
4004.V.3.lib30	204	5007	0	0	9110	28	0	1502	0	0
4004.VI.4.lib30	337	2205	0	0	7295	27	0	916	0	0
4008.III.2.lib30	191	1881	0	0	7878	0	0	6438	0	0
4008.V.3.lib30	1283	9601	0	0	19756	0	0	12469	12	0
4008.VI.4.lib30	1923	27773	0	0	30913	0	0	17540	64	0
4009.III.2.lib30	2752	18859	26	0	44202	15	0	1702	0	5
4009.V.3.lib30	1173	8145	26	0	21893	9	0	789	0	0
4009.VI.4.lib30	1301	5806	8	0	21920	0	0	704	0	0
4010.III.2.lib30	711	2970	264	104	8792	0	0	140	681	0
4010.V.3.lib30	1042	9322	1001	317	21367	0	0	408	2474	0
4010.VI.4.lib30	1790	22830	1193	490	37625	0	0	737	2695	0
4011.3.rerun.lib32	3442	0	0	0	26150	0	0	38520	36	0
4011.4.rerun.lib32	4979	0	0	0	13558	0	0	18397	0	0
4011.III.2.lib30	604	0	0	0	2319	0	0	9080	5	0
4012.4.lib30	194	15195	123	1027	33402	0	0	1071	5297	0
4012.III.2.lib30	86	5859	110	343	10371	0	0	584	3576	0
4012.V.3.lib30	248	9093	98	452	16514	0	0	877	2818	0
4021.2.lib30	157	34294	0	0	36889	0	2	6775	0	9
4021.3.lib30	27	5657	0	0	7770	0	0	1148	0	0
4021.4.lib30	49	8698	0	0	18240	8	0	3606	0	10
4026.2.lib30	19	1435	0	0	17289	27	2	19625	0	0
4026.3.lib30	0	963	0	0	10253	11	0	15580	0	0
4026.4.lib30	56	3461	0	0	36011	10	0	27010	0	0
4029.2.lib29	13	177	0	6	542	0	0	29247	0	0
4029.3.lib29	60	303	0	0	1420	0	0	18413	0	0
4029.4.lib29	24	337	0	0	2701	0	0	46451	0	0
4031.2.lib29	343	5961	0	0	14141	2	0	659	0	0
4031.3.lib29	73	10178	0	0	12425	0	0	252	0	0
4031.4.lib29	84	9363	0	0	15786	9	0	280	0	0
4032.2.lib29	249	10090	0	0	18141	0	0	277	0	0
4034.2.lib29	205	3838	0	0	16091	0	0	1195	0	0
4034.3.lib29	89	3863	0	0	11617	0	0	761	38	0
4034.4.lib29	93	7924	0	0	12312	0	0	705	0	0
4038.2.lib29	138	9875	312	247	16592	17	0	2956	1259	0
4038.3.lib29	42	10089	355	364	11098	7	0	2691	3436	0
4038.4.lib29	92	10566	162	385	16094	37	0	3321	2569	0
4039.2.rerun.lib32	198	6245	0	30	18076	0	0	7678	0	0
4039.3.lib29	74	5272	0	0	7666	3	0	16828	0	0
4039.4.lib29	28	9298	0	0	6890	2	0	28772	0	0
4041.2.lib29	1515	4017	0	0	12014	0	0	297	61	0
4041.3.lib29	1367	2842	0	0	9779	0	0	175	46	0
4041.4.lib29	1584	6599	0	0	16709	0	0	370	74	0
4045.2.lib29	465	7416	0	20	10791	53	0	2652	375	0
4045.3.lib29	612	6745	0	38	12980	59	0	3728	325	0
4045.4.lib29	349	10266	0	64	14016	37	0	4908	957	0
4047.2.lib29	858	6385	0	300	14529	82	0	3394	133	0
4047.3.lib29	877	9595	0	195	13031	0	0	3024	531	0
4047.4.lib29	715	10364	0	228	13345	5	0	3337	450	0
4050.2.lib29	267	12006	0	224	16829	0	0	1924	6234	0
4050.3.lib29	250	10515	0	177	10922	0	0	1158	4914	0
4050.4.lib29	566	12013	0	373	15765	0	0	1141	13932	0
4052.2.lib29	885	11575	80	1240	18219	0	0	4476	6500	0
4052.3.lib29	327	4007	6	546	6881	0	0	1678	1482	0
4052.4.lib29	110	4371	0	0	5979	529	0	7282	10	7
4055.2.lib29	821	8621	104	981	18219	0	0	8572	0	0
4055.3.lib29	381	3478	54	419	10746	0	0	24822	0	0
4055.4.lib29	317	3164	48	431	12260	0	0	6507	0	0
4059.2.lib29	110	8174	0	23	11338	1225	0	9126	112	0
4059.3.lib29	602	6230	77	486	14769	0	0	7511	0	0
4061.2.lib29	65	7575	0	0	13757	22	0	8067	0	0
4061.3.lib29	89	10744	0	0	16252	13	0	6822	0	0
4061.4.lib29	132	19025	0	0	18237	22	0	7824	0	0
4062.2.lib29	211	100	0	0	60253	0	0	10154	0	0
4062.3.lib29	132	51	0	0	46294	0	0	2711	0	0
4062.4.lib29	145	27	0	0	28712	0	0	1189	0	0
4069.2.lib29	99	6875	0	0	38608	0	0	5024	0	0
4069.3.lib29	88	10507	0	0	52607	0	0	5368	0	6
4069.4.lib29	151	7946	0	0	41089	0	0	4479	0	15
4074.2.lib29	4	0	0	0	7994	3	0	2967	0	0
4074.3.lib29	0	0	0	0	33411	0	0	10035	0	0
4074.4.lib29	0	8	0	0	55421	12	0	25333	0	0
4078.2.lib29	331	8329	0	0	17518	0	0	22988	0	0
4078.3.lib29	584	11469	0	0	16338	0	0	19074	0	0
4078.4.lib29	1243	13218	0	0	20744	0	0	18870	0	0
4082.2.lib29	147	7156	0	41	25051	8188	0	1273	262	0
4082.3.lib29	209	17706	0	118	37417	7686	0	2505	1599	0
4082.4.lib29	144	24521	0	99	29688	10696	0	3069	1968	0
4084.2.lib29	400	7615	0	865	22390	3	0	1364	45	0
4084.3.lib29	343	13317	0	949	24146	10	4	2647	40	6
4084.4.lib29	538	15605	0	908	27572	0	0	3142	67	0
4085.2.lib29	122	9957	173	0	25749	0	0	3399	3	0
4085.3.lib29	181	20938	522	0	46115	0	0	4641	63	0
4085.4.lib29	80	736	77	0	36617	0	0	1195	125	0
4094.2.lib29	181	13456	0	0	41073	0	0	25	0	0
4094.4.lib29	261	6758	0	0	22342	0	0	31	0	0
4095.2.lib29	142	4352	0	0	10428	0	0	5097	0	0
4095.3.lib29	687	11442	0	0	25829	0	0	7520	2	0
4095.4.lib29	434	7335	0	0	16405	0	0	3840	0	0
4098.2.lib29	356	20007	0	158	14432	0	0	24325	15	0
4098.3.lib29	227	11809	0	256	13404	0	0	9018	25	0
4098.4.lib29	283	7691	3	162	8616	0	0	7875	8	2
4100.2.lib29	257	0	0	0	35095	51	0	22309	0	32
4100.3.lib29	55	0	11	0	25033	4	0	23546	0	0
4100.4.lib29	103	9	0	0	36282	14	0	37967	0	16
4104.3.lib29	278	21479	0	0	29762	31	0	1234	1193	0
4104.4.lib29	76	10435	0	0	10943	11	0	691	445	0
4106.2.lib29	76	22189	0	150	46968	0	0	9234	0	0
4108.2.lib29	184	14808	0	18	25396	0	0	17140	35	0
4108.3.lib29	203	10182	0	18	16653	0	0	7019	10	0
4108.4.lib29	165	9598	0	20	15713	11	0	5552	5	0
4109.2.lib29	509	5362	0	0	21177	18	0	2079	0	0
4109.3.lib29	415	12789	5	95	21389	18	0	6235	0	0
4109.4.lib29	732	14089	0	0	26186	60	0	6387	0	0
4115.3.lib29	0	10873	0	9	6917	1153	0	25972	0	0
4115.4.lib29	3	10009	0	10	5688	1018	0	34524	0	0
4122.2.lib29	107	11964	0	179	29222	6919	0	2986	0	0
4122.3.lib29	42	4819	0	277	11270	3115	0	1145	0	0
4122.4.lib29	59	12177	0	906	26265	8860	0	3499	0	0
4129.2.lib29	3418	13130	0	372	21264	0	0	2123	0	0
4129.3.lib29	1604	10030	0	282	16945	0	0	1702	0	0
4129.4.lib29	2627	20463	0	461	28769	0	0	1925	0	0
4134.4.lib29	1449	17834	0	0	29543	2	0	3684	0	0
4135.2.lib29	66	6598	0	0	10691	0	0	907	0	0
4135.3.lib29	77	8828	0	0	14454	0	0	1039	0	0
4135.4.lib29	38	11420	0	0	14719	0	0	1355	0	0
4136.2.lib29	14	11204	0	0	35455	0	0	4719	0	0
4136.3.lib29	110	15329	0	0	39032	0	0	9153	0	0
4136.4.lib29	20	12120	0	0	32056	0	0	4722	0	0
4142.3.lib29	402	12169	0	625	32118	0	0	1398	866	0
4142.4.lib29	369	14938	0	538	22926	0	0	1188	741	0
4143.2.lib29	635	21801	0	1027	22722	6	0	4214	167	0
4143.3.lib29	748	19627	0	831	20508	32	0	3795	160	0
4143.4.lib29	586	17369	0	1103	18252	8	0	2459	110	0
4153.2.lib29	268	1869	0	0	20774	18	0	2458	171	6
4153.3.lib29	724	3494	0	0	31184	19	0	2522	109	0
4153.4.lib29	409	5733	0	0	45641	16	0	4318	404	0
4160.2.lib29	200	45112	0	0	31535	0	0	445	0	0
4160.3.lib29	0	31628	0	0	23498	0	0	342	0	0
4160.4.lib29	0	38604	0	0	30725	0	0	440	0	0
4161.2.lib29	79	963	0	0	29699	38	0	21738	0	2
4161.3.lib29	61	1021	0	0	18768	63	0	9290	0	0
4161.4.lib29	63	775	0	0	16316	44	0	3682	0	2
4191.2.lib29	221	9859	0	118	15016	30	0	7433	37	0
4191.3.lib29	240	18026	0	111	15468	3	0	7477	107	0
4191.4.lib29	130	16614	0	87	11620	0	0	7847	19	4
4195.2.lib29	205	35	0	0	37622	0	0	8760	0	0
4195.3.lib29	216	176	0	0	31822	0	16	5130	0	0
