feature	Actinomyces	Bifidobacterium	Rothia	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Tannerellaceae	Parasediminibacterium	Gastranaerophilales	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Holdemanella	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Limosilactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	CAG.352	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Parvimonas	Intestinibacter	Romboutsia	Phascolarctobacterium	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Haemophilus	Pseudomonas	Akkermansia	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Enterorhabdus	f__Barnesiellaceae.g__uncultured	Alloprevotella	Prevotellaceae_NK3B31_group	Rikenellaceae_RC9_gut_group	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Dielma	Holdemania	Merdibacter	f__Erysipelotrichaceae.g__unassigned	Izemoplasmatales	Lactococcus	RF39	f__Christensenellaceae.g__uncultured	Anaerofustis	Defluviitaleaceae_UCG.011	Frisingicoccus	Lachnospiraceae_UCG.001	Shuttleworthia	UC5.1.2E3	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	UCG.008	UCG.009	Pseudoflavonifractor	Hydrogenoanaerobacterium	Anaerofilum	Angelakisella	Candidatus_Soleaferrea	Caproiciproducens	Paludicola	Phocea	f__Ruminococcaceae.g__unassigned	X.Clostridium._methylpentosum_group	o__Oscillospirales.f__uncultured.g__uncultured	f__Peptococcaceae.g__uncultured	X.Eubacterium._brachy_group	Peptostreptococcus	Terrisporobacter	Acidaminococcus
P320CA1R.lib21	0	80	0	20	8	18	20	3	3	3114	64	10	21	76	73	187	266	0	0	311	251	145	0	223	51	329	47	41	100	0	0	0	0	13	0	0	358	8	7	17	144	24	11	367	95	320	104	9	72	20	0	5	331	21	7	5	61	0	8	78	19	60	0	0	0	0	5	8	4	25	0	1324	626	0	14	102	33	89	24	94	63	107	23	38	36	51	8	20	0	1013	9	50	98	158	124	43	16	16	2	58	7	16	29	0	11	7	681	0	0	0	2	0	0	59	0	0	30	228	289	0	0	0	0	0	289	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0	9	0	0	0	2	69	10	2	0	15	0	0	0	0	9	0	2	0	15	6	0	0	0	0	0	0
P320SI1R.lib20	0	130	0	37	10	7	21	13	12	3118	68	6	19	78	68	209	118	0	0	377	368	166	0	180	26	350	257	145	147	0	0	0	0	10	0	0	206	5	12	16	240	46	12	824	257	624	257	0	155	15	0	0	786	12	10	7	61	0	11	214	37	183	0	0	3	0	15	23	0	77	0	2907	1019	5	21	100	65	71	17	88	54	79	24	31	23	77	9	34	0	2476	12	133	205	181	276	46	23	34	2	127	0	42	38	0	8	10	348	0	0	0	4	0	0	76	0	0	36	144	214	0	0	0	0	0	158	0	2	0	0	0	0	0	0	22	11	0	0	0	0	0	0	6	0	0	2	20	107	14	7	0	11	0	0	7	0	0	0	8	0	23	18	0	0	0	0	0	0
P321SI1R.lib21	6	0	0	23	0	3	0	0	0	1111	0	36	7	0	35	0	0	0	0	53	69	0	0	0	15	0	17	8	0	336	0	0	0	33	2	0	35	0	0	0	5065	0	55	208	22	291	244	0	29	18	0	0	120	0	6	0	5	0	63	0	8	8	0	0	0	0	9	5	0	9	0	140	432	0	12	5	0	4	0	0	11	17	12	19	5	11	0	0	0	2787	0	20	16	8	29	0	0	12	8	0	0	2	0	0	20	54	178	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	4	0	72	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	2	4	0	8	0	0	842	0
P323CA1R.lib21	0	10	0	267	41	14	0	0	0	7094	1059	149	67	183	103	43	0	0	0	710	262	77	0	104	132	0	0	122	0	0	0	0	0	0	6	0	151	0	7	0	0	228	172	1319	28	1026	1067	0	197	98	0	0	2305	29	15	18	23	9	203	431	25	199	0	0	0	0	103	0	0	28	0	3251	2827	6	31	88	77	59	0	55	18	189	45	8	6	128	9	0	0	13973	7	107	47	55	322	6	3	4	0	27	0	17	111	0	0	0	708	0	0	2	11	0	0	653	0	0	0	715	1022	0	0	0	9	0	116	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	5	5	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
P323SI1R.lib20	0	2	0	63	16	4	0	0	0	2324	433	70	24	71	32	13	0	0	0	338	96	34	0	65	70	0	0	41	0	0	0	0	0	3	0	0	39	0	4	0	0	76	53	518	17	309	312	0	62	35	0	0	707	0	9	6	8	0	70	176	9	63	0	0	0	6	13	0	0	6	0	1045	984	0	17	50	12	21	0	22	9	85	18	14	2	60	0	0	0	5806	0	38	20	20	91	6	0	12	0	11	0	2	27	0	0	0	493	0	0	0	0	0	0	277	0	0	0	381	312	0	0	0	0	0	51	310	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P325CA1R.lib21	0	40	0	873	13	0	31	0	46	10470	0	124	73	33	179	0	0	0	0	370	1286	5	0	113	76	0	176	509	0	0	7	0	0	46	0	0	82	0	749	5	0	298	328	2403	121	168	554	0	195	135	0	5	1083	93	34	81	75	0	218	136	7	262	0	0	0	8	272	12	2	209	13	1318	7235	0	219	75	52	101	0	35	115	38	20	44	4	164	0	0	0	4762	0	154	36	39	192	12	0	83	0	36	10	8	51	0	13	0	790	0	0	0	13	0	0	948	0	0	2	1063	0	0	0	0	0	0	6207	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	68	0	0	10	8	0	7	0	0	15	0	12	0	0	0	0
P325SI1R.lib21	0	22	0	74	10	0	5	0	4	2730	0	10	37	6	52	0	0	0	0	201	282	0	0	39	30	2	61	138	0	0	3	0	0	12	0	0	64	0	334	3	0	134	136	1004	71	24	152	0	97	24	0	0	220	13	15	32	25	0	60	63	11	100	0	0	0	2	82	16	0	47	4	455	1560	6	84	34	20	56	0	17	51	22	15	33	6	91	2	0	0	2160	8	62	15	14	83	7	0	35	2	4	13	0	80	0	0	0	420	0	0	0	3	0	0	318	0	0	0	320	0	0	0	0	2	0	1075	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
P326CA1R.lib21	0	308	0	242	2	0	12	29	155	3306	0	0	33	24	0	128	0	0	0	132	433	0	0	49	6	7	18	358	0	0	0	0	0	0	0	2	73	0	12	0	0	841	533	2939	265	311	456	0	1205	12	0	0	237	17	25	20	37	0	58	31	20	389	0	0	0	29	211	5	0	164	15	765	832	7	236	13	7	3	0	3	18	25	18	7	2	9	0	0	0	3756	0	35	0	65	203	2	71	14	0	16	7	8	12	0	6	0	0	0	81	0	2	0	0	54	0	0	3	796	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
P326SI1R.lib21	0	686	0	1213	0	0	28	66	259	6732	0	0	80	55	0	175	0	0	0	335	929	0	0	36	33	27	21	806	0	0	0	0	0	0	0	0	119	0	17	5	4	1379	1021	4715	405	394	742	4	2204	18	0	0	294	37	34	34	47	0	36	71	13	682	0	0	0	65	268	17	0	197	24	1471	1104	10	187	33	15	23	1	0	27	65	29	31	2	30	4	0	0	3779	0	43	0	133	296	0	91	12	0	29	15	12	14	0	4	0	0	0	111	0	0	0	0	131	0	0	0	2222	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0
P329CA1R.lib21	0	0	0	103	0	0	8	6	0	3076	844	161	17	71	0	92	0	0	1237	655	400	0	0	0	5	0	12	27	0	0	0	0	0	6	0	0	114	0	192	10	0	162	14	1337	42	373	492	7	502	19	0	31	840	42	14	68	36	73	95	104	69	391	0	0	0	39	87	4	0	61	0	57	1850	63	52	58	43	27	81	0	0	166	43	205	5	8	0	37	0	5813	20	77	0	830	766	4	0	78	8	15	0	22	0	0	10	35	0	0	69	0	0	0	0	7	0	0	21	1395	96	0	0	0	0	12	48	0	0	0	0	78	0	0	201	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0
P329SI1R.lib21	0	0	0	97	5	0	25	16	0	1803	444	74	25	65	0	90	0	0	2524	647	149	0	0	0	2	0	5	29	0	4	0	0	0	25	0	0	595	4	234	4	2	407	31	1138	12	309	274	0	680	22	0	2	400	29	23	64	78	42	110	57	83	283	0	0	0	106	154	7	6	78	0	94	1439	59	140	60	11	28	233	0	0	406	87	341	15	7	0	63	0	6092	24	102	14	1441	589	0	0	124	41	127	0	37	10	0	87	103	0	0	405	0	0	0	2	0	0	0	36	597	20	0	0	0	5	0	141	0	0	0	0	442	0	0	62	0	0	0	16	0	8	0	0	0	7	0	0	0	0	0	94	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
P333CA1R.lib21	7	79	23	99	31	0	0	0	0	2411	233	63	17	68	40	0	0	0	0	333	370	0	0	43	15	0	45	195	0	0	0	0	0	97	13	1	320	0	125	0	0	59	70	2105	192	571	844	0	306	133	0	0	271	8	83	57	141	0	152	220	17	248	0	0	2	19	84	5	12	28	0	1574	1855	44	187	47	14	35	21	10	0	533	86	141	36	48	8	0	5	8912	2	55	19	42	259	5	78	36	0	11	34	42	5	8	0	19	229	0	14	0	25	0	28	16	0	0	218	3	125	0	0	0	7	19	6	9	0	13	0	0	0	0	136	0	2	169	4	0	0	9	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	11	0	0	0	0	11	0	43
P333SI1R.lib21	3	181	0	663	200	4	0	0	0	7891	1232	164	136	144	186	0	0	0	0	1356	549	0	0	136	136	0	175	458	0	0	0	0	0	161	29	0	481	0	273	3	0	93	132	3227	608	884	1547	0	349	132	0	0	794	27	149	96	211	0	181	460	4	587	0	0	0	78	117	0	23	28	0	3102	2763	34	466	85	84	38	34	56	0	656	194	230	84	173	0	0	0	14812	0	127	49	87	547	0	129	102	0	27	33	44	20	0	0	22	608	0	16	0	16	0	16	13	0	0	705	0	170	0	0	0	15	0	0	25	0	19	0	0	0	13	408	0	23	209	6	0	0	12	0	0	0	0	7	0	0	0	5	0	0	47	0	4	0	0	0	2	2	22	0	0	0	0	6	0	71
P334CA1R.lib21	14	0	0	484	0	0	69	89	194	212	0	0	17	9	89	85	402	0	438	9	76	0	0	0	0	60	0	0	557	0	0	0	0	39	3	0	120	0	0	18	19	100	374	2054	38	1418	986	0	1137	15	31	0	178	30	22	99	9	0	60	11	89	75	0	0	0	46	426	2	5	135	0	1743	689	4	117	153	2	24	24	9	0	363	55	69	77	12	3	0	2	4785	0	28	6	142	303	0	44	53	14	95	136	9	11	0	0	0	35	0	239	0	8	0	0	0	0	0	33	1056	0	0	0	0	7	0	0	0	19	0	1732	5	21	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	13	0	24	0	0	0	0	2	0	5	0	14	0	0	0	0	0	0	0
P334SI1R.lib21	5	0	0	564	4	0	58	122	248	151	0	0	31	5	84	140	369	0	598	11	48	0	0	0	3	46	0	0	471	0	0	0	0	36	6	0	135	0	0	54	4	130	303	1814	42	1306	1146	0	1258	15	18	0	184	27	21	59	9	0	55	4	58	78	0	0	0	31	300	0	4	153	0	1807	614	0	94	122	1	18	32	26	3	296	64	66	65	3	0	0	0	3568	0	15	0	89	190	0	39	38	13	108	118	10	3	0	8	0	47	0	304	0	14	0	0	0	0	0	44	1338	4	0	0	0	0	0	0	0	34	0	2139	5	14	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3	0	0	14	0	22	0	0	0	0	0	0	12	0	5	2	0	0	0	0	0	0
P336CA1R.lib21	62	257	3	160	0	0	0	34	0	2591	88	0	17	38	0	9	0	21	238	136	125	0	0	0	29	0	21	56	40	0	0	0	0	521	25	11	100	0	0	0	0	10	65	476	76	283	326	0	270	50	7	0	336	0	16	14	20	0	243	72	2	67	0	0	0	0	57	6	0	9	50	2089	986	0	16	100	90	21	9	15	0	106	22	16	0	46	0	0	0	3977	0	19	9	20	348	0	3	13	0	13	0	0	2	0	79	3	149	0	0	0	21	0	51	0	0	0	3	522	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	4	4	0	6
P336SI1R.lib20	23	357	0	120	0	0	0	58	0	1626	43	0	2	32	0	9	0	11	182	188	147	0	0	0	21	0	43	33	15	0	0	0	0	204	2	8	53	0	3	0	0	2	27	247	36	152	176	0	122	36	9	0	145	3	12	8	12	0	131	36	3	21	0	0	0	0	55	3	0	2	55	1257	411	0	29	33	43	0	0	10	0	104	29	22	0	50	0	0	0	2866	0	8	0	52	177	0	0	38	0	13	0	12	8	3	58	9	125	0	0	0	13	0	5	0	0	0	0	479	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	18	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0
