2025-02-15 17:19:37.698848 INFO::Writing function arguments to log file
2025-02-15 17:19:37.703692 DEBUG::Function arguments
2025-02-15 17:19:37.705356 DEBUG::Output folder: ../intermediate_files/maaslin/Q1/genus/healthy vs Grouppre_ltx
2025-02-15 17:19:37.706941 DEBUG::Min Abundance: 0.000000
2025-02-15 17:19:37.708509 DEBUG::Min Prevalence: 0.000000
2025-02-15 17:19:37.710076 DEBUG::Normalization: TSS
2025-02-15 17:19:37.711643 DEBUG::Transform: LOG
2025-02-15 17:19:37.713316 DEBUG::Analysis method: LM
2025-02-15 17:19:37.714891 DEBUG::Max significance: 0.050000
2025-02-15 17:19:37.716436 DEBUG::Random effects: Patient
2025-02-15 17:19:37.718017 DEBUG::Fixed effects: Group,Country
2025-02-15 17:19:37.719571 DEBUG::Correction method: BH
2025-02-15 17:19:37.721526 DEBUG::Standardize: TRUE
2025-02-15 17:19:37.723264 DEBUG::Cores: 1
2025-02-15 17:19:37.724889 INFO::Verifying options selected are valid
2025-02-15 17:19:37.729506 INFO::Determining format of input files
2025-02-15 17:19:37.733871 INFO::Input format is data samples as columns and metadata samples as rows
2025-02-15 17:19:37.747568 DEBUG::Transformed data so samples are rows
2025-02-15 17:19:37.751159 DEBUG::A total of 411 samples were found in both the data and metadata
2025-02-15 17:19:37.752816 DEBUG::Reordering data/metadata to use same sample ordering
2025-02-15 17:19:37.757568 INFO::Formula for random effects: expr ~ (1 | Patient)
2025-02-15 17:19:37.762549 INFO::Formula for fixed effects: expr ~  Group + Country
2025-02-15 17:19:37.766785 INFO::Factor detected for categorial metadata 'Group'. Provide a reference argument or manually set factor ordering to change reference level.
2025-02-15 17:19:37.771242 INFO::Filter data based on min abundance and min prevalence
2025-02-15 17:19:37.775771 INFO::Total samples in data: 411
2025-02-15 17:19:37.782279 INFO::Min samples required with min abundance for a feature not to be filtered: 0.000000
2025-02-15 17:19:37.798406 INFO::Total filtered features: 0
2025-02-15 17:19:37.805372 INFO::Filtered feature names from abundance and prevalence filtering:
2025-02-15 17:19:37.82334 INFO::Total filtered features with variance filtering: 0
2025-02-15 17:19:37.830492 INFO::Filtered feature names from variance filtering:
2025-02-15 17:19:37.836924 INFO::Running selected normalization method: TSS
2025-02-15 17:19:37.855006 INFO::Applying z-score to standardize continuous metadata
2025-02-15 17:19:37.865679 INFO::Running selected transform method: LOG
2025-02-15 17:19:37.889515 INFO::Running selected analysis method: LM
2025-02-15 17:19:37.89818 INFO::Fitting model to feature number 1, Actinomyces
2025-02-15 17:19:38.015385 INFO::Fitting model to feature number 2, Bifidobacterium
2025-02-15 17:19:38.131232 INFO::Fitting model to feature number 3, Rothia
2025-02-15 17:19:38.259317 INFO::Fitting model to feature number 4, Atopobium
2025-02-15 17:19:38.397731 INFO::Fitting model to feature number 5, Collinsella
2025-02-15 17:19:38.519203 INFO::Fitting model to feature number 6, f__Coriobacteriales_Incertae_Sedis.g__uncultured
2025-02-15 17:19:38.63465 INFO::Fitting model to feature number 7, Adlercreutzia
2025-02-15 17:19:38.746167 INFO::Fitting model to feature number 8, Eggerthella
2025-02-15 17:19:38.882446 INFO::Fitting model to feature number 9, Enterorhabdus
2025-02-15 17:19:38.995323 INFO::Fitting model to feature number 10, Gordonibacter
2025-02-15 17:19:39.122293 INFO::Fitting model to feature number 11, Senegalimassilia
2025-02-15 17:19:39.246825 INFO::Fitting model to feature number 12, Slackia
2025-02-15 17:19:39.367918 INFO::Fitting model to feature number 13, f__Eggerthellaceae.g__uncultured
2025-02-15 17:19:39.482289 INFO::Fitting model to feature number 14, Bacteroides
2025-02-15 17:19:39.598615 INFO::Fitting model to feature number 15, Barnesiella
2025-02-15 17:19:39.711002 INFO::Fitting model to feature number 16, Coprobacter
