feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridia_UCG.014	Group	pre_ltx	-3.85862271479021	0.414392292420182	411	163	2.76304258767487e-17	8.17860605951761e-15
Rothia	Country	NO	-2.35418394367789	0.299970706411098	411	126	2.6370523403763e-13	2.60189164250461e-11
o__Rhodospirillales.f__uncultured.g__uncultured	Group	pre_ltx	-3.38449543792522	0.428092642671663	411	153	1.94674538229912e-13	2.60189164250461e-11
f__Ruminococcaceae.g__uncultured	Group	pre_ltx	-2.65662893969018	0.344578908415047	411	254	6.08678698291529e-13	4.50422236735731e-11
Actinomyces	Country	NO	-2.68182610767813	0.363080057740701	411	166	4.36644210999837e-12	2.58493372911903e-10
Veillonella	Group	pre_ltx	3.24700531332907	0.442983077214035	411	321	5.72795338841789e-12	2.82579033828616e-10
Parabacteroides	Group	pre_ltx	-3.41251643565547	0.472870733403035	411	316	1.09552004446641e-11	4.63248475945796e-10
Butyricimonas	Group	pre_ltx	-2.47101056415552	0.348639385754764	411	173	2.46710479882815e-11	9.12828775566416e-10
Odoribacter	Group	pre_ltx	-3.08364345729193	0.445920675533299	411	263	6.41586961638680e-11	2.11010822938944e-09
Lachnospiraceae_UCG.010	Group	pre_ltx	-3.31218758652195	0.481759861663151	411	299	8.15578500550962e-11	2.41411236163085e-09
Holdemania	Group	pre_ltx	-1.6117229576774	0.241355553129419	411	129	2.60977417137103e-10	7.02266504296205e-09
Intestinimonas	Group	pre_ltx	-2.88645128620878	0.437432730421812	411	277	3.71800198804213e-10	9.17107157050392e-09
Coprococcus	Group	pre_ltx	-2.45720736560853	0.374742754368681	411	343	4.83751001931007e-10	1.10146381978137e-08
Gordonibacter	Country	NO	-1.70356149448183	0.262894748802434	411	73	7.70032283481446e-10	1.51953037273672e-08
Barnesiella	Group	pre_ltx	-3.90926373521528	0.603845820259249	411	221	7.61434983480144e-10	1.51953037273672e-08
Erysipelotrichaceae_UCG.003	Group	pre_ltx	-2.71709656293812	0.431020905327506	411	288	1.91715604873781e-09	3.54673869016495e-08
Christensenellaceae_R.7_group	Group	pre_ltx	-3.10636821540791	0.500620020275269	411	259	3.201961499185e-09	5.57518002211036e-08
Lachnoclostridium	Group	pre_ltx	-1.85604814219067	0.306390696539501	411	395	7.04660065654211e-09	1.15877433018692e-07
Alistipes	Group	pre_ltx	-2.69429320699875	0.459994192718349	411	338	1.96868418265823e-08	3.06700272666755e-07
Colidextribacter	Group	pre_ltx	-2.65913816523413	0.456368915723888	411	316	2.28653461619708e-08	3.38407123197167e-07
Enterococcus	Group	pre_ltx	2.61712322924444	0.449768210796872	411	63	2.42905497031322e-08	3.42381081529864e-07
Family_XIII_UCG.001	Group	pre_ltx	-1.56581826074397	0.270844101621713	411	149	2.82233441259745e-08	3.79732266422202e-07
Gastranaerophilales	Group	pre_ltx	-1.88244464647057	0.331776613465985	411	100	5.03461736409953e-08	6.47933365118895e-07
Family_XIII_AD3011_group	Group	pre_ltx	-2.47686586863445	0.448106588753615	411	229	1.012965254151e-07	1.2493238134529e-06
Oscillibacter	Group	pre_ltx	-2.43106707216962	0.44921727656105	411	282	1.80818873109971e-07	2.14089545762206e-06
f__Oscillospiraceae.g__uncultured	Group	pre_ltx	-2.18742806232947	0.406799698100612	411	258	2.14395809497482e-07	2.4408138312021e-06
UCG.009	Group	pre_ltx	-0.959448641682589	0.181730428850029	411	57	3.51466023363841e-07	3.85310899687767e-06
X.Clostridium._methylpentosum_group	Group	pre_ltx	-1.15022596505208	0.219287202235115	411	90	4.09958552543077e-07	4.33384755545538e-06
X.Clostridium._innocuum_group	Country	NO	-2.18652430930242	0.419258956526862	411	139	4.60748014106913e-07	4.7028073164016e-06
Bilophila	Group	pre_ltx	-2.30573936593019	0.4483430455343	411	242	6.54603160123611e-07	6.4587511798863e-06
GCA.900066575	Group	pre_ltx	-1.98661772690409	0.387234799313789	411	241	6.93762041585538e-07	6.62430852610708e-06
CAG.56	Group	pre_ltx	-2.67962940899892	0.530249674839621	411	208	9.97157307235342e-07	8.94419887702004e-06
UCG.005	Group	pre_ltx	-2.77848336333952	0.549427865606048	411	229	9.80212988031118e-07	8.94419887702004e-06
Phascolarctobacterium	Group	pre_ltx	-3.14837184302297	0.626834196394162	411	187	1.15246654150781e-06	1.0033238126068e-05
Marvinbryantia	Group	pre_ltx	-1.8554913149016	0.373940294714179	411	256	1.5117538246569e-06	1.27851180599555e-05
Clostridia_vadinBB60_group	Group	pre_ltx	-1.47422567640702	0.29901689710806	411	101	1.74230896762343e-06	1.43256515115704e-05
Senegalimassilia	Group	pre_ltx	-2.08757100987284	0.424626615329545	411	140	1.87525288757275e-06	1.5002023100582e-05
f__Lachnospiraceae.g__unassigned	Group	pre_ltx	-1.7089895374239	0.348422079153575	411	395	1.96657475693582e-06	1.53185823171843e-05
f__Oscillospiraceae.g__unassigned	Group	pre_ltx	-1.70258347426239	0.351613609058171	411	173	2.59795466448716e-06	1.97178097612359e-05
Collinsella	Group	pre_ltx	-2.37390542234917	0.497143424923562	411	306	3.53437813684735e-06	2.61543982126704e-05
f__Peptococcaceae.g__uncultured	Group	pre_ltx	-1.2918888176237	0.274904250886127	411	68	4.88826531523524e-06	3.52908910563325e-05
Hungatella	Group	pre_ltx	2.53649550450002	0.543759093986669	411	178	5.66987526467955e-06	3.99591209129797e-05
Enterococcus	Country	NO	-2.09032182803538	0.457389564536541	411	63	8.68149366411883e-06	5.97609796413762e-05
f__Peptococcaceae.g__uncultured	Country	NO	1.25275118814926	0.2801442389112	411	68	1.30208292731686e-05	8.75946696558618e-05
f__Ruminococcaceae.g__unassigned	Group	pre_ltx	-1.17400623387554	0.263846143889127	411	111	1.45960098729907e-05	9.60093093867834e-05
Mogibacterium	Country	NO	-1.13262886284581	0.25544113850734	411	56	1.55822330687788e-05	0.00010026828235562
Dorea	Group	pre_ltx	-1.61546732240957	0.372305416292488	411	367	2.30015855008533e-05	0.000144861049111757
Sutterella	Group	pre_ltx	-2.59814772421522	0.600105913571836	411	286	2.39665189502567e-05	0.000147793533526583
Flavonifractor	Group	pre_ltx	-1.9052594578486	0.463356610411135	411	305	5.78621825553484e-05	0.000349534817069044
Haemophilus	Group	pre_ltx	1.70581989059843	0.419620647481407	411	267	6.9118354784027e-05	0.00040918066032144
Collinsella	Country	NO	-2.0336231772892	0.50576290235042	411	306	8.29213315326888e-05	0.000480686099363362
Eggerthella	Country	NO	-1.82678637010304	0.455987470441843	411	205	8.76927343433161e-05	0.000480686099363362
X.Ruminococcus._torques_group	Group	pre_ltx	-1.83405488570281	0.457560652657173	411	377	8.71869158142458e-05	0.000480686099363362
f__Enterobacteriaceae.g__unassigned	Group	pre_ltx	1.34498000550154	0.335039615400534	411	64	8.465402040822e-05	0.000480686099363362
Candidatus_Soleaferrea	Group	pre_ltx	-0.860453417485327	0.216253954280766	411	97	9.86915774293899e-05	0.000531140125801808
Coprobacter	Group	pre_ltx	-1.89003336410677	0.477863563352644	411	178	0.000107062714882038	0.000557502175279633
UCG.002	Group	pre_ltx	-2.26990714271785	0.574601807840048	411	305	0.000108800410810022	0.000557502175279633
Anaerofilum	Group	pre_ltx	-0.663918184466136	0.168100489091904	411	48	0.00010924029110209	0.000557502175279633
Negativibacillus	Group	pre_ltx	-1.62259474129583	0.415918477444182	411	186	0.000132207197658033	0.000663276788250472
Adlercreutzia	Group	pre_ltx	-1.53059386143716	0.409985371732078	411	167	0.000248633075716467	0.00122658984020124
Merdibacter	Group	pre_ltx	-0.849145455244996	0.233192380229564	411	72	0.000348749865461672	0.00169229442912549
Faecalibacterium	Country	NO	1.59133632322542	0.438781171139199	411	389	0.000367020813265342	0.00175222839881518
Faecalibacterium	Group	pre_ltx	-1.55886135123586	0.431265721493928	411	389	0.000383690484179203	0.00180273624312768
X.Eubacterium._xylanophilum_group	Country	NO	0.880122040972507	0.245932322395782	411	92	0.00043015797891254	0.0019894806524705
Incertae_Sedis	Group	pre_ltx	-1.15638367020461	0.327474719090542	411	357	0.000516769188074845	0.00235328737954083
UCG.010	Group	pre_ltx	-0.955526781592661	0.275893161655746	411	92	0.000656227885190673	0.00289915603009611
Dialister	Group	pre_ltx	1.87010099634312	0.539707923323841	411	190	0.000651698011298234	0.00289915603009611
Streptococcus	Country	NO	-1.37443760274275	0.39993454082977	411	385	0.00071159206841569	0.00309751841545653
X.Eubacterium._hallii_group	Group	pre_ltx	-1.30067790231058	0.381198718872718	411	361	0.000784256052451838	0.00336434480472093
Peptostreptococcus	Country	NO	-0.928502399556219	0.272664350464035	411	64	0.000801144993157852	0.00338769882821034
Christensenellaceae_R.7_group	Country	NO	1.73093996698029	0.509535097659292	411	259	0.000824422868093367	0.00343703054867094
