feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	f__Prevotellaceae.g__uncultured	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Solobacterium	Turicibacter	X.Clostridium._innocuum_group	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Mitsuokella	Allisonella	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Actinobacillus	Haemophilus	Victivallis	Akkermansia	Corynebacterium	Campylobacter	Faecalicoccus	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	DTU089	X.Eubacterium._nodatum_group	Anaerococcus	Finegoldia	Peptoniphilus	Veillonellaceae	f__Xanthobacteraceae.g__unassigned	Sphingobium	Neisseria	Klebsiella	f__Enterobacteriaceae.g__unassigned	Aggregatibacter	Pseudomonas
run02-114	2	930	7	0	0	0	1250	2	0	4	12	0	326	268	0	3371	17	5	0	0	0	0	0	50	0	0	1861	0	0	106	89	0	0	26	0	13	0	0	1134	0	0	1332	0	0	0	0	6	0	0	54	0	0	0	0	0	0	0	0	0	0	0	341	127	2712	0	182	483	0	0	342	50	0	0	137	0	7	14	0	21	6	4	0	764	0	0	0	104	0	488	0	0	0	563	0	328	203	0	66	0	8	9	2	4	22	4	0	52	9	11	0	7	0	0	0	0	1625	0	83	0	0	5	1922	2	0	2	0	0	0	4	0	0	5	0	0	0	0	58	0	0	0	75	0	282	0	0	240	0	27	0	0	0	0	426	2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	37	0	7	0
run02-115	55	661	16	6	0	0	2005	0	0	0	0	12	0	34	0	2654	0	0	0	124	0	0	0	0	0	0	1303	0	0	114	1241	0	0	166	0	96	0	4	0	0	0	0	0	0	0	0	0	3	0	783	24	0	19	0	0	0	0	0	0	0	0	0	292	1098	0	0	311	0	0	84	0	0	6	444	56	0	95	0	397	40	0	0	58	55	9	0	35	2	77	0	2	0	170	181	1499	266	22	130	0	0	118	0	4	2	0	0	0	0	0	0	55	0	0	0	3	3248	0	10	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	16	28	15	323	928	2	0	1371	0	0	0	0	744	52	1280	48	0	0	0	611	83	0	475	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	379	0	0	0	0	303	5	0
run02-116	0	2567	0	0	0	0	1381	0	0	0	0	0	0	0	0	7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	16	135	0	4	146	0	0	0	22	4	0	3	1683	2	0	0	0	4	0	0	0	181	0	0	0	56	978	0	536	312	0	0	197	0	0	2	119	107	20	68	0	0	0	3	0	872	0	9	14	0	0	78	0	87	0	76	1356	47	786	123	213	0	180	59	0	0	0	0	0	36	0	0	0	36	0	77	0	0	982	0	11	0	0	32	117	8	0	0	0	0	0	23	0	0	0	0	0	0	0	383	0	274	0	0	0	0	0	0	173	1336	42	0	0	404	0	336	1780	0	16	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-117	3	102	0	0	0	0	0	0	228	0	0	0	0	0	0	4962	922	0	0	0	0	0	0	0	0	0	0	0	0	65	2	0	1081	216	0	0	0	91	0	0	891	0	0	21	0	8	58	0	0	22	0	0	0	0	0	0	11	0	3	0	0	0	129	2609	0	1090	30	30	0	0	7	0	5	398	0	0	0	0	36	42	0	0	335	183	482	0	57	0	325	0	39	10	0	102	3022	1280	9	133	0	157	216	28	0	50	67	52	0	29	0	0	38	0	0	0	6	293	0	203	0	0	0	308	592	0	0	7	0	0	31	0	0	0	0	0	0	0	0	0	38	4	0	0	0	0	9	248	0	0	0	0	303	524	0	0	0	2	0	2902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3
run02-118	6	165	9	0	0	0	1012	0	0	0	0	0	68	207	0	4007	198	0	0	0	0	0	0	52	0	0	0	0	0	318	12	0	0	166	0	0	0	0	567	0	0	0	7	0	0	81	12	0	0	1352	0	0	3	0	0	0	0	0	8	0	0	388	84	1375	214	313	314	0	0	68	0	0	0	96	9	7	44	0	0	15	10	0	449	0	57	0	0	0	90	0	17	0	0	17	1044	191	13	30	0	0	119	3	0	39	0	0	640	0	0	0	0	0	6	0	0	1616	0	24	0	0	0	796	14	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	438	0	0	166	0	60	27	0	0	22	498	0	0	0	270	5226	0	52	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4
run02-119	12	58	13	0	0	0	1408	7	6	9	9	2	49	0	0	4765	79	373	10	32	41	0	0	67	0	0	0	0	0	143	112	0	892	106	0	0	0	2	360	2	0	0	0	0	0	0	8	0	0	112	0	39	6	0	2	0	0	0	908	0	0	69	46	1976	26	747	709	0	0	601	20	0	0	237	51	17	71	14	4	104	3	0	721	0	0	0	0	0	175	0	10	0	108	258	2602	587	0	98	0	8	20	0	15	24	0	0	232	0	34	5	42	0	0	0	3	2044	0	47	0	0	252	1079	0	0	0	8	0	0	11	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	9	135	34	17	0	7	0	16	166	1803	0	3	0	70	2	3	0	0	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0	0	0
run02-120	63	716	68	0	10	5	1054	0	0	0	0	0	105	63	48	2700	353	62	0	95	7	0	0	4	0	0	1626	51	0	308	112	0	0	77	0	225	118	4	0	0	0	0	0	179	0	0	0	0	0	551	19	6	5	0	272	0	89	0	333	0	0	64	4	1187	34	421	126	0	0	44	43	0	0	17	0	19	7	0	15	103	14	0	293	0	17	0	20	0	256	0	0	0	1	0	1506	994	2	55	0	59	86	3	35	19	20	0	297	38	153	14	16	21	0	0	0	3294	0	94	23	0	7	607	3	8	2	26	10	0	70	0	0	8	0	0	0	0	0	0	0	0	70	7	0	0	0	228	0	21	14	0	170	0	233	0	46	107	0	0	4	3	132	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	89	25	0
run02-121	0	8	6	11	0	0	233	0	0	24	0	0	0	0	0	4540	0	0	0	0	0	0	0	0	0	0	0	0	0	3	421	0	0	133	0	0	0	12	0	0	0	0	0	0	0	0	13	0	0	1119	26	0	0	0	0	0	0	0	0	0	0	0	60	1940	0	40	2425	0	0	0	0	0	0	529	7	0	0	0	0	0	0	0	36	0	5	0	0	0	81	0	0	0	0	4056	1485	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	20	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	429	0	0	0	0	19	1180	0	0	33	0	651	1640	0	198	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-122	0	151	2	0	0	0	274	0	10	0	0	0	112	0	0	2941	118	50	0	6	79	0	0	0	0	0	0	0	0	97	132	0	7	0	0	0	0	0	330	0	9	0	0	0	0	0	4	0	0	41	0	0	4	0	7	0	0	0	0	0	0	432	128	1905	310	248	630	0	0	55	0	0	0	154	12	10	52	9	101	128	5	0	560	0	0	4	0	0	167	0	10	0	93	14	190	817	5	37	0	0	10	12	0	0	7	0	101	23	0	0	0	0	9	0	0	2098	0	24	9	0	133	636	0	0	0	0	0	0	43	0	0	16	0	0	0	0	0	0	7	2	0	0	0	0	0	104	0	2	0	0	7	3	121	4710	5	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
run02-124	18	659	13	0	0	0	521	0	0	0	0	0	0	0	0	4840	0	0	0	0	0	0	0	0	0	0	0	0	0	45	348	0	0	114	0	0	0	3	0	0	162	0	10	0	0	0	124	0	4	1144	6	0	5	0	0	0	0	0	6	3	0	60	54	1910	0	69	979	0	0	32	0	0	0	365	41	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	3609	5742	31	0	40	0	42	138	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	420	0	0	0	0	0	495	22	0	0	0	0	726	0	310	0	0	0	2	0	0	0	0	13	2	0	0	0	0	0	0	0	2	0	0	0	190	0
run02-125	17	1037	9	0	0	0	3203	0	4	8	0	0	0	81	0	3340	0	0	0	0	14	0	0	0	0	740	0	0	0	9	25	0	0	80	0	0	0	0	458	0	0	1806	5	0	0	0	7	0	0	236	4	0	0	0	6	0	0	0	9	0	0	0	82	2308	0	595	288	1	0	290	0	0	0	161	32	0	41	0	84	193	4	0	9	0	0	3	0	0	150	0	2	0	101	419	1054	304	94	33	0	29	23	0	8	4	0	0	44	76	0	0	24	0	0	0	0	1912	0	38	2	0	72	674	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	472	0	0	0	0	149	0	124	0	0	9	0	614	69	0	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	2	0	0	0	0	0
run02-126	187	3	32	11	0	0	316	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	928	145	0	51	0	0	0	0	0	810	0	0	0	0	146	0	0	777	0	0	0	0	0	3	20	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3216	7319	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	7	381	373	15	0	2	0	3416	5	507	0	0	118	18	0	7	17	0	0	0	0	2	0	0	0	0	0	6	24	6	0	3	0
run02-127	0	0	0	0	0	0	543	0	0	0	0	0	239	107	0	2252	0	0	0	30	0	0	1683	85	1741	105	643	0	0	0	81	0	0	34	0	0	0	0	0	0	0	1299	0	0	25	0	0	0	0	10	0	0	0	0	0	0	0	0	946	0	0	0	17	230	0	576	817	0	0	2	0	0	0	1385	0	8	12	13	234	88	10	0	869	0	0	0	0	0	259	0	0	0	51	0	1100	1344	0	68	0	0	85	38	0	0	0	0	0	0	0	0	0	0	42	0	0	2136	0	0	0	0	0	2321	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	70	0	0	51	0	0	0	628	317	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-128	8	2930	0	7	0	0	4492	0	0	54	0	0	0	0	0	3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104	0	0	0	0	0	0	0	0	0	349	0	0	0	0	5	27	0	0	205	15	0	7	0	0	0	0	0	49	0	0	1615	196	1749	0	0	1226	0	0	0	0	0	0	385	16	0	0	0	77	0	0	0	612	13	0	0	0	0	179	0	0	0	0	2009	831	14	0	217	0	0	96	3	0	13	0	0	0	0	0	0	0	0	0	0	0	2545	0	104	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	79	0	0	0	1664	0	0	169	0	12	0	0	0	151	0	318	13	232	0	0	3	0	0	2	2	417	0	11	0	0	0	0	0	0	0	0	0	0	0	6	0
run02-129	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	19383	614	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0
run02-130	0	456	0	0	0	1218	1680	0	73	33	0	4	0	0	0	3057	285	3	0	88	56	0	0	0	0	0	0	921	186	267	130	0	0	38	0	29	0	0	34	0	0	0	0	59	0	0	73	0	0	25	0	9	0	0	140	68	4	34	70	4	12	272	75	2396	0	299	413	17	0	148	52	0	0	362	88	24	26	0	1	24	3	0	372	21	0	0	11	4	403	0	27	0	170	101	593	612	50	35	5	910	60	27	191	333	1452	9	388	0	77	18	89	15	21	0	11	1776	0	770	383	4	469	1140	14	0	125	172	31	2	149	0	0	20	6	0	13	0	20	0	20	0	0	112	0	0	0	0	0	0	0	0	0	215	67	1451	0	0	12	51	0	0	667	3	0	0	0	0	123	3	0	0	0	0	0	0	0	0	2	0	0
run02-131	14	19	7	4	0	0	405	0	0	0	0	0	95	77	0	3859	0	6	0	0	5	0	0	0	0	0	0	0	0	0	139	0	0	39	0	0	0	0	107	0	0	0	0	0	0	0	2	0	0	70	8	0	9	0	0	0	0	0	574	0	0	15	19	787	19	335	4413	0	0	173	0	0	0	454	6	9	12	8	25	160	16	0	251	0	0	0	0	0	48	0	3	0	0	661	666	250	0	13	0	18	10	0	0	3	3	0	33	0	0	0	6	0	0	0	0	1420	0	19	0	0	0	330	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	103	110	42	126	0	0	0	0	0	89	7	0	0	0	0	1383	0	36	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	31	13	0	265	81	0	0
run02-132	10	634	57	6	0	0	1243	0	0	38	27	0	186	0	0	7495	0	0	0	53	77	0	0	103	0	0	0	0	0	284	387	0	0	0	0	0	0	0	845	0	73	1270	12	0	0	0	36	0	0	344	41	0	17	0	0	32	0	0	1	0	0	14	299	3115	0	634	1534	0	0	863	0	0	28	321	38	11	202	0	126	239	0	0	577	0	0	9	36	21	52	0	18	0	376	55	470	900	0	117	0	303	340	27	0	35	0	0	170	122	109	0	50	0	16	0	0	2679	20	43	86	0	51	1721	83	0	0	8	0	0	53	4	0	0	0	0	8	0	0	0	3	0	0	456	0	0	0	0	0	53	0	0	0	20	404	2368	0	31	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1259	0	0	0
run02-133	0	2469	0	0	0	0	2796	0	0	55	0	0	0	20	0	9613	34	340	0	0	18	0	0	0	24	0	625	0	0	0	624	0	0	0	0	71	33	0	1478	0	0	0	0	0	0	0	0	0	37	82	0	0	0	0	20	0	0	0	571	0	0	296	216	4527	41	804	1423	0	0	461	63	0	0	640	0	0	215	24	180	127	0	0	426	0	0	0	0	0	465	0	0	0	297	272	4691	359	0	342	0	0	0	0	0	0	0	0	2	41	0	0	0	0	0	0	0	3364	0	0	0	0	0	1191	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	107	0	31	0	126	235	0	25	0	0	0	0	1804	0	0	65	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	0	147	105	0	0	504	0	63
run02-134	14	534	0	0	0	0	2858	0	0	34	0	0	0	156	0	3540	0	67	0	21	0	0	0	0	0	0	0	0	0	0	390	0	0	45	0	5	0	3	0	0	329	0	0	0	0	0	0	0	0	44	0	0	6	0	0	0	0	0	5	0	0	152	139	1187	0	339	486	0	0	198	0	0	0	149	10	0	0	0	14	2	0	2	15	0	33	0	0	0	201	0	0	0	0	1435	2956	977	0	43	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	7	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	17	0	102	0	0	0	0	0	48	0	2	0	0	440	0	32	39	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	3	2	0	127	0	0
run02-135	13	1143	0	0	0	0	0	0	0	182	0	0	0	0	0	4889	0	339	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	124	0	13	23	0	0	6	0	0	0	0	0	0	6	0	0	1498	2866	106	0	390	0	0	36	8	0	34	1045	0	0	0	5	25	24	11	0	0	125	14	0	5	0	128	0	0	0	0	196	3	545	3	60	5	14	94	23	0	63	3	0	0	34	4	4	41	0	0	0	3	929	0	84	0	0	244	705	0	0	9	7	0	0	330	0	0	5	0	0	0	0	68	0	0	0	0	0	0	0	0	150	0	5	1113	0	0	0	0	294	0	0	0	0	0	0	0	0	0	431	0	0	4	0	0	0	0	0	0	3	0	0	0	0	2
run02-136	0	214	0	0	0	0	1635	0	97	0	0	0	0	0	0	3851	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	78	0	7	0	8	0	0	15	4	0	11	8	0	0	0	0	0	0	0	0	19	0	0	749	37	1351	76	746	240	0	0	257	4	0	10	524	88	28	42	2	0	19	0	0	297	27	0	0	19	0	145	0	21	0	46	308	766	564	15	9	0	23	52	20	0	53	27	0	174	21	0	0	29	0	0	0	0	1363	0	17	0	0	1646	1738	2	0	0	0	0	0	203	0	0	0	0	0	0	0	136	0	20	0	0	0	0	0	0	181	0	7	0	0	0	0	189	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	39	0	0
run02-137	5	859	4	0	0	0	2214	0	0	0	0	0	0	0	0	2805	457	0	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	35	0	0	0	0	349	0	35	0	0	0	0	3	16	0	5	201	7	0	0	0	0	0	0	0	10	0	0	207	105	524	0	971	1074	0	0	69	0	0	0	162	7	13	0	0	52	23	21	0	1031	0	0	0	0	0	137	0	12	0	0	89	5098	1502	0	48	0	0	25	0	0	6	0	0	122	0	0	0	0	0	0	0	9	2885	0	95	0	0	0	156	6	0	0	0	0	0	0	0	0	0	0	0	2	0	271	0	16	0	0	0	0	0	0	141	0	3	0	0	0	0	311	1655	0	26	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	5
run02-138	4	673	0	0	18	6	562	0	0	0	16	0	68	35	23	886	136	3	0	19	25	0	0	99	0	401	3118	0	0	191	67	0	0	33	0	0	756	0	8	0	0	494	0	0	0	0	0	0	0	130	0	8	2	0	13	5	80	0	0	0	0	2165	77	1939	9	272	387	0	0	104	26	15	0	119	19	19	87	9	25	41	9	0	337	0	0	0	45	0	104	0	33	80	198	0	321	1467	49	46	0	6	0	4	55	0	0	0	186	31	42	0	6	0	0	0	0	999	0	16	0	0	517	710	0	0	0	0	0	0	193	18	0	18	12	0	3	0	9	0	2	0	0	364	0	0	5	0	0	0	0	0	116	0	98	18	8	14	0	131	0	0	0	143	13	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0
run02-145	22	194	0	0	0	0	1460	0	0	0	0	0	116	127	0	2412	9	11	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	24	0	0	0	0	366	0	0	41	0	0	0	0	1	0	0	202	4	0	0	0	0	0	0	0	39	0	0	169	83	1017	290	750	2169	0	0	0	0	0	0	33	30	0	0	0	229	0	0	0	71	0	53	0	0	0	133	0	0	0	0	111	3618	672	0	153	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834	97	90	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	47	16	0	0	0	0	0	0	0	0	0	161	28	0	0	24	97	160	17	540	0	0	82	0	0	0	0	0	0	21	0	0	0	6	0	0	0	55	0	0	0	0	7
run02-146	0	337	0	0	0	0	582	8	28	23	0	3	0	46	0	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	159	75	0	94	93	0	0	0	41	0	0	2	0	9	6	0	47	2	0	0	67	0	0	0	0	55	2	159	13	2	0	0	1683	46	1385	0	74	264	0	110	73	12	0	0	110	0	7	105	21	15	5	19	0	73	3	0	44	83	2	165	138	25	77	8	0	565	630	90	19	2	40	10	18	25	31	26	0	721	0	113	0	34	0	9	0	4	1689	5	49	23	0	1425	1065	0	28	0	16	9	0	151	0	4	12	2	0	0	0	356	0	73	8	0	122	0	0	0	0	0	3	0	0	0	119	0	206	0	7	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
run02-147	0	46	0	0	0	0	1382	0	0	0	10	0	0	0	0	2142	3	0	0	0	0	0	0	210	0	0	3360	0	0	3	87	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	390	441	2839	206	169	448	0	0	474	72	0	0	573	0	16	0	5	58	53	0	0	0	0	0	0	358	0	265	0	10	0	197	0	362	779	0	193	0	18	0	3	0	0	0	0	9	35	0	0	4	0	4	0	0	1769	0	30	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	21	0	0	0	5	60	0	24	0	0	2	93	0	0	0	2	0	0	0	0	0	177	0	0	0	0	0	0	3	10	2	0	0	4	0	0	0	0	0
run02-148	4	416	0	0	0	0	783	0	77	5	0	20	0	0	59	3708	126	117	0	0	130	0	0	0	0	0	0	0	0	182	37	0	11	0	11	9	0	0	267	0	0	0	6	13	0	12	0	0	0	27	0	2	0	0	100	0	41	0	0	0	0	141	0	1770	139	1026	370	0	0	59	45	0	0	204	14	20	61	20	26	0	17	0	2073	37	0	0	7	0	129	0	0	0	103	26	837	515	5	151	0	16	32	43	97	41	6	0	627	40	93	7	67	0	0	10	4	1202	0	86	0	0	63	352	12	0	4	3	0	0	7	0	0	13	0	0	6	0	18	0	0	0	0	161	0	46	0	0	0	6	4	0	60	14	145	409	0	0	0	2583	0	0	0	0	0	0	0	0	0	0	0	8	5	0	42	10	0	0	64	0	3
run02-150	0	212	5	6	22	0	2605	0	0	171	0	0	0	0	8	5886	715	0	0	0	0	0	0	0	0	0	161	0	0	667	166	0	14	447	0	0	0	0	349	0	0	659	0	0	0	4	5	0	0	79	4	0	6	0	0	0	0	0	0	0	0	85	9	575	0	240	1050	0	0	124	4	64	5	240	0	0	7	0	324	552	0	0	432	7	7	0	0	0	140	0	0	0	0	452	3584	324	0	63	0	14	23	0	0	11	9	0	31	0	0	0	0	0	0	0	0	1350	0	0	16	0	2	2278	8	0	0	0	0	0	12	0	0	37	0	0	0	0	0	0	0	132	782	0	0	0	0	251	4	35	9	0	0	0	951	3	0	6	0	0	0	0	0	3	0	0	0	2	0	0	0	0	2	589	0	6	0	375	0	0	4
run02-151	2	370	4	0	55	98	1092	15	0	0	15	0	72	63	0	2840	348	51	5	91	75	0	0	213	0	0	2597	0	0	567	397	0	133	52	332	24	0	32	0	0	3	63	7	19	0	7	0	3	0	803	0	0	0	0	46	0	94	21	341	0	0	705	17	2225	0	298	191	0	0	157	20	27	0	194	186	76	47	5	4	7	27	0	808	142	0	0	65	0	118	753	53	0	0	0	817	1722	4	39	0	39	3	0	132	18	36	0	560	58	239	52	80	0	0	0	0	2074	0	43	113	0	959	860	8	46	6	34	102	0	199	0	7	58	0	4	31	0	343	2	268	0	696	117	384	0	0	234	188	32	0	0	234	37	143	0	0	87	17	49	3	0	21	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-152	0	1632	0	0	0	0	0	0	0	332	0	0	0	0	0	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2816	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	140	0	0	7	0	0	0	0	0	0	0	0	84	0	0	0	372	4355	0	0	262	0	0	0	0	0	0	892	30	0	0	0	0	0	0	0	1171	148	0	0	0	0	0	0	0	0	0	1371	0	635	0	6	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	10	0	612	0	0	0	0	0	846	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	19	301	0	0
run02-153	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0	41	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	5	278	0	0	0	0	0	0	0	0	6473	0	0	5	0	0	0	0	0	0	0	11	0	9108	0	0	9
